id,nome,originalPais,currentPais,lat,lon,nearestCity,nearestCc,distKm,hotelCount
152,"Arua",PT,FR,44.06039,-0.3508658,"Mont-de-Marsan",FR,22.2,2
154,"Aruba",NL,AW,12.50136,-69.96185,"Santa Cruz",AW,2.3,4
165,"Atar",PT,SS,9.33746,31.407885,"Malakal",SS,35.2,1
166,"Atenas",GR,IT,45.63453,12.6868,"Ceggia",IT,6.8,8
175,"Áustria",AT,IT,43.7604,11.30066,"Bagno a Ripoli",IT,2.0,8
185,"Bagan",PT,MM,21.131712,94.862366,"Nyaung-U",MM,9.0,8
192,"Baie Ste. Anne",PT,CA,47.04726,-64.96257,"Beaurivage",CA,40.6,0
229,"Barra do Quaraí",BR,UY,-30.208946,-57.550514,"Bella Unión",UY,7.3,1
234,"Bartsam",PT,BT,27.37254,91.598755,"Trashigang",BT,6.2,0
264,"Bielorrússia",RU,BY,53.42506,27.697136,"Druzhny",BY,25.8,1
294,"Brabante do Norte",PT,NL,51.66667,5,"Waspik",NL,4.4,0
387,"Cantão de São Cristóvão",PT,BR,-22.9,-43.23333,"Santo Cristo",BR,3.3,0
393,"Capital (Venezuela)",VE,AR,-31.54493,-68.56254,"San Juan",AR,3.6,2
426,"Cataratas do Iguaçu",BR,AR,-25.693905,-54.43654,"Puerto Iguazú",AR,17.3,1
436,"Chacala",PT,BO,-20.172693,-66.86354,"Colchani",BO,15.9,5
445,"Chhumey",PT,BT,27.493576,90.699425,"Jakar",BT,8.1,0
454,"Chinguetti",PT,MR,20.463434,-12.366484,"Atar",MR,71.1,1
460,"Cidade do Kuwait",PT,BR,-25.532696,-54.600166,"Foz do Iguaçu",BR,2.1,0
462,"Cidade do Panamá",BR,MX,19.462324,-99.177246,"Azcapotzalco",MX,2.9,0
506,"Coreia do Norte",KR,KP,40.37366,127.08704,"Yŏch’im-dong",KP,36.3,0
514,"Costa do Marfim",PT,CI,7.989737,-5.567946,"Bodokro",CI,17.4,0
525,"Cuba",CU,US,42.21757,-78.27529,"Olean",US,20.1,8
532,"Curaçao",PT,CW,12.117649,-68.93092,"Willemstad",CW,4.9,5
549,"Deothang",GB,BT,26.86258,91.47308,"Samdrup Jongkhar",BT,7.6,0
550,"De Philae a Abu Simbel",EG,SD,22.3457,31.61624,"Wadi Halfa",SD,66.2,5
564,"Disneyland Resort Paris/Disney Village",PT,FR,48.87042,2.79082,"Esbly",FR,4.2,6
602,"El Tajín",PT,MX,20.430176,-97.381256,"Papantla de Olarte",MX,6.1,0
610,"Erongaricuaro",PT,MX,19.588808,-101.72131,"Pátzcuaro",MX,14.4,2
621,"Estados Federados da Micronésia",AU,AU,8.606235,151.83275,"Weno",FM,129.0,1
625,"Estrada Austral",AR,CL,-33.002216,-71.51905,"Viña del Mar",CL,3.9,3
632,"Extremo Oriente",JP,CL,-40.5732,-73.110306,"Osorno",CL,2.0,0
673,"Fuerteventura",PT,ES,28.400377,-14.004869,"Antigua",ES,2.7,7
674,"Fujino",PT,JP,42.9365,141.29509,"Sapporo",JP,15.1,0
687,"Garapan",PT,MP,15.207085,145.72086,"Saipan",MP,3.7,0
692,"Gavião Peixoto",PT,BR,-21.837753,-48.49285,"Nova Europa",BR,9.6,0
763,"Huatajata",PT,BO,-16.208857,-68.700485,"San Pedro",BO,16.3,0
781,"Ilha Brava",PT,BR,-18.938555,-42.039837,"Alpercata",BR,7.8,0
783,"Ilha da Boa Vista",PT,BR,-8.653101,-39.22397,"Abaré",BR,14.2,3
784,"Ilha das Mulheres",MX,BR,-20.115147,-48.34772,"Conceição das Alagoas",BR,22.7,0
786,"Ilha de Páscoa",ES,CL,-27.12593,-109.34959,"Hanga Roa",CL,8.0,1
790,"Ilha do Fogo",PT,MZ,-17.233202,38.87909,"Micolene",MZ,67.1,0
792,"Ilha do Mel",PT,BR,-25.53453,-48.310745,"Paranaguá",BR,21.6,2
797,"Ilhas de Kerama",PT,FR,48.023914,-4.095044,"Quimper",FR,3.1,1
800,"Ilhas Salomão",GB,SB,-8.705394,159.10707,"Buala",SB,82.0,6
821,"Ischgl",PT,AT,47.012024,10.291317,"Landeck",AT,25.2,3
867,"Jakar",PT,MY,2.0436838,111.49383,"Sarikei",MY,8.5,5
893,"Jordânia",PT,SA,31.166704,36.941628,"Qurayyat",SA,42.3,2
914,"Khaling",PT,IN,34.333897,76.97767,"Leh",IN,58.8,0
926,"Koure",PT,NE,13.310915,2.57563,"Kollo",NE,25.6,0
927,"Kourou",PT,ML,14.485037,-4.9621453,"Ténenkou",ML,5.8,4
940,"Laguna Yema",PT,AR,-24.25395,-61.242302,"Ingeniero Guillermo N. Juárez",AR,73.7,2
942,"La Libertad",PT,PE,-8,-78.5,"Otuzco",PE,14.4,3
952,"Las Colimas",PT,US,34.144413,-117.75502,"La Verne",US,5.0,1
986,"Loncopué",PT,AR,-38.073177,-70.61441,"Chos Malal",AR,83.0,0
1033,"Malargüe",PT,AR,-35.46838,-69.58473,"San Rafael",AR,148.3,0
1039,"Mambucaba",PT,BR,-23.025,-44.5175,"Angra dos Reis",BR,20.5,0
1057,"Marcote",CH,ES,39.964516,-3.379113,"Ocaña",ES,10.2,1
1085,"Melgaço",PT,ES,42.039192,-8.19663,"Celanova",ES,23.6,8
1100,"Mingun",PT,MM,22.041794,96.01882,"Mandalay",MM,10.0,0
1110,"Mojave",PT,US,35.05247,-118.173965,"California City",US,19.0,3
1138,"Motuca",PT,BR,-21.509586,-48.150383,"Rincão",BR,11.9,0
1139,"Mount Olive (Illinois)",PT,US,39.07222,-89.72717,"Staunton",US,8.7,2
1203,"Novo Laredo",PT,BR,-19.80238,-44.00698,"Ribeirão das Neves",BR,9.2,8
1224,"Oriente Médio",PT,CO,2.5224605,-76.39219,"Silvia",CO,10.4,0
1261,"Países Bálticos",PT,LV,56.917202,24.225681,"Dreiliņi",LV,3.1,1
1273,"Panmunjeom",KR,KP,37.955868,126.67701,"Kaesŏng",KP,10.9,8
1275,"Pantanal",BR,BO,-17.675068,-57.455338,"Puerto Quijarro",BO,35.1,2
1301,"Parque de uKhahlamba Drakensberg",PT,ZA,-28.200449,30.15621,"Glencoe",ZA,2.6,2
1304,"Parque Estadual de Vila Velha",PT,BR,-25.232994,-50.0117,"Ponta Grossa",BR,21.5,0
1320,"Parque Nacional de Comoé",PT,CI,5.1477404,-3.1658762,"Assinie-Mafia",CI,13.9,7
1321,"Parque Nacional de Garamba",PT,NI,12.104069,-86.2905,"Managua",NI,5.4,1
1322,"Parque Nacional de Gorilas de Mgahinga",PT,GB,54.84213,-5.11632,"Stranraer",GB,8.8,5
1323,"Parque Nacional de Kahuzi-Biega",PT,GB,54.84213,-5.11632,"Stranraer",GB,8.8,1
1324,"Parque Nacional de Kakum",PT,NI,12.104069,-86.2905,"Managua",NI,5.4,1
1325,"Parque Nacional de Luangwa Sul",PT,GB,54.84213,-5.11632,"Stranraer",GB,8.8,1
1326,"Parque Nacional de Manovo-Gounda St. Floris",PT,FR,50.62824,2.57045,"Merville",FR,5.3,4
1328,"Parque Nacional de Mole",PT,IT,45.15673,7.16957,"Bussoleno",IT,2.7,1
1329,"Parque Nacional de Murchison Falls",PT,UG,2.27653,31.68908,"Pakwach",UG,29.7,2
1330,"Parque Nacional de Nahanni",PT,NI,12.104069,-86.2905,"Managua",NI,5.4,7
1331,"Parque Nacional de Niokolo-Koba",PT,GN,13.07712,-12.72712,"Youkounkoun",GN,74.3,1
1332,"Parque Nacional dos Lagos de Plitvice",HR,SI,46.67196,15.92369,"Apače",SI,3.1,8
1334,"Parque Nacional de Rwenzori",PT,NI,12.104069,-86.2905,"Managua",NI,5.4,1
1335,"Parque Nacional de Salonga",PT,NI,12.104069,-86.2905,"Managua",NI,5.4,2
1336,"Parque Nacional de Sete Cidades",PT,BR,-4.0981245,-41.715492,"Piracuruca",BR,18.9,1
1337,"Parque Nacional de Simien",PT,NI,12.104069,-86.2905,"Managua",NI,5.4,1
1338,"Parque Nacional de Taï",PT,ES,42.57127,0.9599368,"Vielha",ES,19.8,1
1339,"Parque Nacional de Tassili n'Ajjer",PT,GB,54.84213,-5.11632,"Stranraer",GB,8.8,1
1341,"Parque Nacional de Virunga",PT,CD,-0.3470599,29.5388,"Lubero",CD,39.4,1
1344,"Parque Nacional do Banco de Arguim",PT,GB,54.84213,-5.11632,"Stranraer",GB,8.8,1
1347,"Parque Nacional do Lago Malawi",PT,MW,-14.059423,34.887222,"Monkey Bay",MW,4.1,1
1348,"Parque Nacional dos Everglades",PT,BR,-23.35102,-51.210014,"Londrina",BR,6.6,5
1349,"Parque Nacional do Vale de Kidepo",PT,BR,-22.467604,-44.584522,"Itatiaia",BR,3.8,1
1350,"Parque Nacional Impenetrável de Bwindi",PT,UG,-1.08056,29.66139,"Kanungu",UG,19.8,1
1351,"Parque Nacional Marinho de St. Anne",PT,US,41.02503,-87.71392,"Kankakee",US,16.2,1
1353,"Parque Nacional W",PT,AR,-28.019934,-58.07309,"Mburucuyá",AR,15.5,1
1368,"Parque Provincial dos Dinossauros",PT,BR,-25.336777,-49.442375,"Campo Magro",BR,3.7,0
1369,"Parque Transfronteiriço de Ai-Ais/Richtersveld",PT,NA,-28.76823,17.05955,"Aussenkehr",NA,56.8,3
1381,"Pedra de Lume (Ilha do Sal)",PT,CV,16.76376,-22.89349,"Espargos",CV,5.5,0
1391,"Perito Moreno",US,US,-46.591587,-70.92552,"Sarmiento",AR,181.6,8
1404,"Piedade",PT,IN,15.523768,73.898674,"Chimbel",IN,4.3,1
1503,"Puerto Quijarro",PT,BR,-19.004408,-57.71571,"Corumbá",BR,6.6,3
1512,"Rarotonga",PT,CK,-21.236832,-159.77748,"Avarua",CK,3.3,8
1527,"Reserva da Natureza do Vallée de Mai",PT,SC,-4.332,55.74007,"Baie Sainte Anne",SC,2.0,0
1528,"Reserva de Caça Ajai",PT,CL,-38.96681,-71.64653,"Cunco",CL,33.5,0
1530,"Reserva de Fauna dos Ocapis",PT,CD,1.720928,28.523476,"Wamba",CD,75.6,0
1531,"Reserva de Shai Hills",PT,GH,5.90838,0.06144,"Akropong",GH,17.8,0
1538,"Reserva Natural de Aïr e Ténéré",PT,CL,-38.96681,-71.64653,"Cunco",CL,33.5,0
1546,"Reserva Natural Integral do Tsingy de Bemaraha",PT,MG,-18.6667,44.75,"Antsalova",MG,14.0,0
1589,"Rota da Seda",CN,LV,57.65,25.75,"Valka",LV,20.8,0
1615,"Salvaterra",PT,ES,39.880413,-6.9120345,"Moraleja",ES,29.9,4
1623,"San Antonio de los Cobres",PT,AR,-24.217674,-66.31787,"San Salvador de Jujuy",AR,103.9,8
1629,"San Gimignano",PT,IT,43.4678,11.043212,"Poggibonsi",IT,8.5,6
1703,"Santuário de Fauna de de Agumatsa",PT,CL,-32.97977,-71.26713,"Limache",CL,3.8,0
1708,"São Bonifácio",PT,BR,-27.900908,-48.93261,"Paulo Lopes",BR,25.4,5
1778,"Sayulita",PT,MX,20.868925,-105.440704,"Bucerías",MX,16.4,5
1783,"Seligman",PT,US,36.5208,-93.939064,"Pea Ridge",US,17.4,8
1801,"Sierra Colorada",PT,AR,-40.587585,-67.75685,"Cervantes",AR,173.3,0
1809,"Síria",PT,SY,34.640186,39.04941,"Tadmur",SY,70.6,0
1829,"Sri Lanka",PT,LK,7.5554943,80.71378,"Matale",LK,13.9,3
1831,"St. Clair",PT,US,38.059296,-93.79455,"Clinton",US,34.4,2
1832,"St. James",PT,FR,48.5232,-1.32375,"Avranches",FR,18.1,2
1835,"St. Robert",PT,FR,45.25494,1.2935658,"Terrasson-Lavilledieu",FR,13.9,8
1839,"Sul da Ásia",PT,KR,37.46331,126.95012,"Siheungdong",KR,3.7,0
1863,"Tanegashima",PT,JP,30.591848,130.9959,"Nōkan",JP,4.3,0
1864,"Tang",PT,CN,38.744743,114.97305,"Dingzhou",CN,25.6,8
1875,"Tarawa",PT,NG,11.589992,3.9702916,"Dakingari",NG,11.9,3
1905,"Terra do Fogo",ES,AR,-54.381523,-67.5679,"Río Grande",AR,66.7,0
1923,"Tobacco Caye",PT,BZ,16.898266,-88.061676,"Dangriga",BZ,19.9,6
1925,"Tobuna",BR,AR,-26.469713,-53.891476,"San Pedro",AR,27.5,0
1926,"Tocuaro",PT,MX,19.53889,-101.69416,"Pátzcuaro",MX,9.3,0
1929,"Tolhuin",PT,AR,-54.51135,-67.195404,"Ushuaia",AR,79.4,0
1932,"Tongatapu",PT,TO,-21.166706,-175.1982,"Nuku‘alofa",TO,3.3,7
1990,"Trilha Inca",PT,PE,-13.184423,-72.588776,"Quillabamba",PE,37.4,0
1992,"Trinidad e Tobago",PT,TT,10.746691,-61.084007,"Sangre Grande",TT,18.5,1
1997,"Tsodilo",PT,BW,-18.790106,21.747517,"Shakawe",BW,48.3,0
2002,"Tupungato",PT,AR,-33.372765,-69.14757,"Mendoza",AR,60.6,0
2010,"Upolu",PT,US,20.265102,-155.85962,"Waimea",US,33.2,8
2012,"Ura",PT,RU,56.4537,50.463,"Malmyzh",RU,15.3,0
2029,"Vale dos Dinossauros",BR,AR,-25.592503,-54.516903,"Puerto Iguazú",AR,5.7,2
2048,"Wamrong",PT,BT,27.136993,91.57124,"Pemagatshel",BT,20.0,0
2060,"Vava'u",PT,TO,-18.623146,-174.00214,"Neiafu",TO,3.7,8
2072,"Xcalak",PT,BZ,18.270376,-87.83596,"San Pedro",BZ,41.7,5
2081,"Viajar economicamente",BE,ES,37.369076,-5.999419,"Sevilla",ES,2.8,0
2084,"Yadi",PT,NE,13.902016,7.007051,"Tibiri",NE,38.0,0
2092,"Zâmbia",GB,ZM,-14.518912,27.558989,"Mumbwa",ZM,74.3,8
2094,"Zinacantán",PT,MX,16.760412,-92.721794,"San Cristóbal de las Casas",MX,9.5,0
2106,"Vila Nova Sintra",PT,GW,11.678638,-15.366787,"Bolama",GW,16.4,6
2117,"Villa Mercedes",PT,VE,9.047259,-70.716095,"Timotes",VE,7.7,7
2124,"Victoria",AR,AU,-36.59861,144.67801,"Strathfieldsaye",AU,36.9,8
2127,"Vietnã",TH,VN,15.926665,107.96509,"Bà Nà",VN,6.6,15
2155,"Furnas",PT,US,40.179127,-99.8981,"Holdrege",US,53.4,0
2170,"Enviken",US,SE,60.810234,15.754437,"Falun",SE,24.0,0
2182,"Asten",PT,DE,48.097786,12.723793,"Tittmoning",DE,5.2,0
2198,"Lukla",PT,NP,27.688972,86.730675,"Lobuche",NP,29.9,1
2199,"Namche Bazaar",PT,NP,27.804167,86.70979,"Lobuche",NP,18.8,1
2216,"Caminho da Iluminação",PT,BR,-28.236574,-52.4363,"Passo Fundo",BR,4.1,0
2218,"Phong Nha-Ke Bang",PT,VN,17.555265,106.112305,"Xuân Sơn",VN,22.7,5
2243,"Cidades Históricas",PT,ES,38.96727,-5.960276,"Don Benito",ES,8.6,0
2245,"Dengue",PT,AO,-14.811026,20.756878,"Lumbala",AO,107.5,0
