id,nome,originalPais,currentPais,lat,lon,nearestCity,nearestCc,distKm,hotelCount
27350,"Sauris",IT,ES,38.9521,0.77396,"Sant Antoni de Portmany",ES,45.9,7
28446,"Pelluhue",CL,ES,38.67878,0.09787,"Teulada",ES,5.7,7
18040,"Vardø",NO,NO,70.370186,31.10772,"Zapolyarnyy",RU,105.6,6
564,"Disneyland Resort Paris/Disney Village",FR,FR,48.87042,2.79082,"Esbly",FR,4.2,6
800,"Ilhas Salomão",GB,SB,-8.705394,159.10707,"Buala",SB,82.0,6
1629,"San Gimignano",IT,IT,43.4678,11.043212,"Poggibonsi",IT,8.5,6
1923,"Tobacco Caye",BZ,BZ,16.898266,-88.061676,"Dangriga",BZ,19.9,6
2358,"Bhaktapur",NP,NP,27.671114,85.42617,"Madhyapur Thimi",NP,4.0,6
2429,"Praia do Rosa",BR,BR,-28.129454,-48.641697,"Garopaba",BR,12.1,6
2773,"Alta Galileia",IL,IL,33,35.5,"Safed",IL,3.9,6
2775,"Mar da Galileia",IL,IL,32.800846,35.588974,"Tiberias",IL,5.4,6
2884,"Abydos",EG,TR,40.194298,26.411268,"Çanakkale",TR,4.3,6
2938,"Agios Ioannis",GR,CY,35.074825,33.17812,"Tséri",CY,13.2,6
3161,"Amalfi Coast",IT,AU,-31.912083,141.46983,"Broken Hill",AU,6.2,6
5604,"Charlevoix",CA,US,45.31765,-85.25835,"Bay Harbor",US,14.7,6
5825,"Chiusi",IT,SM,43.76798,12.293714,"Poggio di Chiesanuova",SM,18.3,6
6004,"Cochamó Valley",CL,AR,-41.380802,-72.07148,"San Carlos de Bariloche",AR,68.9,6
6253,"Courmayeur",IT,FR,45.831654,6.9461565,"Chamonix-Mont-Blanc",FR,11.8,6
6754,"Dona Paula",IN,BR,-27.237986,-49.494507,"Lontras",BR,9.3,6
7829,"Güssing",AT,HU,47.058765,16.324337,"Szentgotthárd",HU,12.4,6
8268,"Guadeloupe",MX,GP,16.252882,-61.568684,"Baie-Mahault",GP,2.4,6
9595,"Kamen Bryag",RO,BG,43.45486,28.550821,"Kavarna",BG,17.2,6
11738,"Međugorje",HR,BA,43.190533,17.677532,"Čitluk",BA,4.6,6
11828,"Merseyside",IE,GB,53.49536,-2.973938,"Maghull",GB,3.2,6
12303,"Mountainair",MX,US,34.520355,-106.24077,"Belen",US,51.5,6
13054,"Northern Laos",TH,LA,19.986212,102.24413,"Luang Prabang",LA,14.1,6
15959,"Shades State Park",TR,US,39.93918,-87.08177,"Crawfordsville",US,21.0,6
16345,"Soldeu",FR,AD,42.576893,1.6682694,"Canillo",AD,5.9,6
16603,"St. Anton",US,CH,47.409943,9.5351715,"Altstätten",CH,3.7,6
16666,"St. Ignace",US,CA,46.69754,-65.0789,"Beaurivage",CA,9.2,6
16952,"Syrian Coast and Mountains",TR,US,44.486412,-69.02453,"Belfast",US,6.9,6
17857,"Uludağ",GR,ES,38.67878,0.09787,"Teulada",ES,5.7,6
18795,"Woodstown",IT,US,39.651505,-75.32825,"Carneys Point",US,13.8,6
18806,"Working abroad",SG,EG,30.267574,31.485502,"Al-'Ubūr",EG,4.3,6
19338,"Cushendall",IE,GB,55.08082,-6.0640645,"Ballycastle",GB,17.8,6
20897,"Storuman",RU,SE,65.09508,17.117971,"Lycksele",SE,92.2,6
21479,"Peillon",FR,ES,38.6783,0.08935,"Calp",ES,5.4,6
22163,"Labyrinths",EG,US,38.650368,-122.58181,"Calistoga",US,8.0,6
22435,"Kysuce",PL,SK,49.310364,18.414398,"Bytča",SK,14.2,6
22582,"Pushpagiri Wildlife Sanctuary",IN,US,32.90874,-97.58419,"Azle",US,3.9,6
23103,"Friesach",IT,AT,46.952065,14.405227,"Sankt Veit an der Glan",AT,20.7,6
23666,"Cuispes",BR,PE,-5.909203,-77.914314,"Pedro Ruiz Gallo",PE,8.3,6
24667,"Marjayoun",FR,LB,33.359253,35.590214,"Kfar Kila",LB,9.8,6
26238,"Karwendel Nature Park",AT,ES,42.8238,0.47658,"Vielha",ES,29.4,6
28100,"Northeast Tyrol",AT,IT,47.211445,11.97688,"Valle Aurina - Ahrntal",IT,23.9,6
10567,"Lang Tengah",MY,MY,-4.363592,115.79957,"Banjarbaru",ID,148.1,5
20775,"Punta Gallinas",BR,BR,12.458525,-71.668495,"Uribia",CO,105.1,5
436,"Chacala",BO,BO,-20.172693,-66.86354,"Colchani",BO,15.9,5
532,"Curaçao",NL,NL,12.117649,-68.93092,"Willemstad",CW,4.9,5
550,"De Philae a Abu Simbel",EG,SD,22.3457,31.61624,"Wadi Halfa",SD,66.2,5
1708,"São Bonifácio",BR,BR,-27.900908,-48.93261,"Paulo Lopes",BR,25.4,5
1778,"Sayulita",MX,MX,20.868925,-105.440704,"Bucerías",MX,16.4,5
2072,"Xcalak",MX,MX,18.270376,-87.83596,"San Pedro",BZ,41.7,5
2218,"Phong Nha-Ke Bang",VN,VN,17.555265,106.112305,"Xuân Sơn",VN,22.7,5
3359,"Apure",CO,VE,7.0473175,-68.798294,"Elorza",VE,77.2,5
4493,"Blueskin Bay",NZ,IT,38.41409,14.04068,"Cefalù",IT,41.8,5
4943,"Burma Road",CN,AU,-28.954975,115.03724,"Geraldton",AU,45.6,5
5454,"Cedar Point",BR,US,41.263092,-89.12564,"Peru",US,7.2,5
6046,"Collingwood (New Zealand)",NZ,GB,51.670963,-4.702831,"Pembroke",GB,14.5,5
7524,"Foppolo",IT,ES,38.6783,0.08935,"Calp",ES,5.4,5
7674,"Frombork",DE,PL,54.358364,19.68237,"Braniewo",PL,9.2,5
8778,"Hluhluwe-iMfolozi Park",ZA,ES,38.6783,0.08935,"Calp",ES,5.4,5
9119,"Interior (Iceland)",IS,US,40.80501,-73.171104,"Ronkonkoma",US,3.0,5
11153,"Lumbarda",HR,ES,38.67878,0.09787,"Teulada",ES,5.7,5
11614,"Masada",IL,IN,18.18817,82.75098,"Kantabamsuguda",IN,20.4,5
11966,"Millinocket",CA,US,45.656506,-68.70914,"Old Town",US,80.5,5
13379,"Onslow",AU,CA,45.391884,-63.30065,"Truro",CA,3.9,5
13600,"Pajala",SE,FI,67.20904,23.364729,"Kittilä",FI,82.6,5
14133,"Plaquemines Parish",MX,US,29.429115,-89.51235,"Belle Chasse",US,66.2,5
15711,"Saugerties",BR,US,42.07759,-73.95291,"Kingston",US,17.1,5
15801,"Schinoussa",GR,TR,36.68284,27.747335,"Datça",TR,8.3,5
16299,"Småland",SE,NO,63.597675,10.706141,"Stjørdal",NO,17.8,5
17257,"Alandroal",PT,ES,39.58429,-7.3359823,"Valencia de Alcántara",ES,20.8,5
18144,"Vieng Xai",VN,LA,20.41094,104.227715,"Xam Nua",LA,19.1,5
18326,"Wallis and Futuna",FR,WF,-13.289402,-176.20422,"Mata-Utu",WF,3.3,5
18470,"Weimar (Texas)",CZ,US,29.70301,-96.78054,"Giddings",US,55.4,5
18981,"Yorke Peninsula and Clare Valley",AU,VC,13.16667,-61.25,"Kingstown",VC,2.8,5
19003,"Yucatán and the South",MX,GB,51.33333,-1.5,"Hungerford",GB,9.2,5
21699,"Machias Seal Island",BR,CA,44.502304,-67.1018,"Eastern Charlotte",CA,71.1,5
23613,"Crown Point (Trinidad and Tobago)",ES,TT,11.158897,-60.834625,"Scarborough",TT,11.1,5
27122,"Vikersund",NO,IT,46.47501,9.80798,"Sondrio",IT,34.4,5
28286,"Thessalon",CA,US,48.71274,-99.57111,"Devils Lake",US,84.6,5
4898,"Bukit Tinggi",MY,MY,-0.2436511,112.70704,"Sintang",ID,138.6,4
2548,"La Macarena",CO,CO,2.1833827,-73.78579,"Puerto Lleras",CO,102.4,4
2774,"Galileia Ocidental",DE,DE,54.066517,12.119124,"Kröpeliner-Tor-Vorstadt",DE,2.5,4
2980,"Oslo region",NO,SZ,-27.237926,31.64171,"Hluti",SZ,5.7,4
2995,"Akyaka",TR,AM,40.740013,43.62381,"Azatan",AM,17.3,4
3113,"Along the Grand Canal",CN,US,33.60669,-117.88922,"Newport Beach",US,3.9,4
3703,"Baekdu Mountains",CN,KR,36.280052,128.04341,"Sangju",KR,18.3,4
3892,"Ban Nahin",VN,TH,18.242395,104.2128,"Seka",TH,44.3,4
4883,"Buenos Aires (province)",AR,PE,-9.122116,-78.530975,"Chimbote",PE,8.7,4
5036,"Świeradów-Zdrój",CZ,PL,50.90934,15.333216,"Gryfów Śląski",PL,14.8,4
5812,"Chiran",JP,IN,32.026634,76.39148,"Nagrota Bagwān",IN,9.1,4
7347,"Falcon Lake",CA,US,26.782078,-99.24472,"Zapata",US,14.2,4
8746,"Hillswick",IN,GB,60.476532,-1.4875894,"Lerwick",GB,40.6,4
10643,"Laurentians",CA,US,26.161524,-81.8098,"Naples",US,2.5,4
11076,"Los Chiles (Costa Rica)",CR,NI,10.857036,-84.71502,"San Carlos",NI,30.8,4
11706,"Älvdalen",NO,SE,61.2299,14.037395,"Orsa",SE,33.3,4
13701,"Pantanal",BR,MX,21.4281,-104.86065,"Xalisco",MX,4.5,4
14165,"Ploče",HR,ES,38.6783,0.08935,"Calp",ES,5.4,4
14524,"Puerto Obaldia",CO,PA,8.667056,-77.419624,"Unión Chocó",PA,66.1,4
15861,"Seda (Latvia)",RU,LV,57.650288,25.75095,"Valka",LV,20.7,4
16270,"Skibotn",FI,NO,69.3908,20.267845,"Tromsdalen",NO,56.6,4
16499,"Southwest Florida",MX,ES,38.6783,0.08935,"Calp",ES,5.4,4
16772,"Stubaier Gletscher",AT,IT,46.991886,11.117223,"Vipiteno",IT,26.1,4
17443,"Tobago",ES,TT,11.240461,-60.672005,"Scarborough",TT,9.5,4
18343,"Wamego",NL,US,39.201942,-96.305,"Manhattan",US,23.1,4
18543,"West Frisian Islands",DE,NL,53.448326,5.739961,"Stiens",NL,20.7,4
19283,"Chiltern Hills",GB,ZA,-29.814722,30.9275,"Pinetown",ZA,4.0,4
19287,"Goliad",BR,US,28.66891,-97.39111,"Victoria",US,40.7,4
19908,"Blake Island",BR,US,47.537434,-122.49303,"Manchester",US,4.4,4
22162,"Chipilo",IT,ES,38.6783,0.08935,"Calp",ES,5.4,4
22579,"Marker",NO,IN,18.600409,82.90463,"Sunabeda",IN,16.3,4
23846,"Deo",JP,IN,24.657434,84.43719,"Aurangābād",IN,12.3,4
26235,"Adaminaby",AU,IN,11.17206,77.66062,"Arachchalūr",IN,4.5,4
26713,"Maydena",AU,ES,42.45544,-8.80825,"Meaño",ES,2.4,4
27470,"Atlasov Island",RU,IT,40.34533,15.79876,"Sala Consilina",IT,18.6,4
625,"Estrada Austral",AR,CL,-33.002216,-71.51905,"Viña del Mar",CL,3.9,3
783,"Ilha da Boa Vista",BR,BR,-8.653101,-39.22397,"Abaré",BR,14.2,3
821,"Ischgl",AT,AT,47.012024,10.291317,"Landeck",AT,25.2,3
1110,"Mojave",US,US,35.05247,-118.173965,"California City",US,19.0,3
1369,"Parque Transfronteiriço de Ai-Ais/Richtersveld",ZA,ZA,-28.76823,17.05955,"Aussenkehr",NA,56.8,3
1829,"Sri Lanka",LK,LK,7.5554943,80.71378,"Matale",LK,13.9,3
2488,"Disneylândia",BR,BR,-20.18048,-43.9669,"Itabirito",BR,19.1,3
3658,"Babakale",TR,GR,39.479736,26.064867,"Kalloní",GR,30.0,3
4534,"Bohuslän",NO,SE,58.23333,11.8,"Uddevalla",SE,15.2,3
5179,"Campeche (state)",MX,VE,10.962301,-68.46193,"Tocuyo de La Costa",VE,12.6,3
6384,"Cyprus",TR,CY,34.917416,32.889904,"Léfka",CY,21.9,3
6592,"Denmark (Western Australia)",AU,DK,55.378426,9.131806,"Vejen",DK,11.4,3
6599,"Deokjeok Island",KR,IS,65,-18,"Akureyri",IS,76.1,3
6932,"Eastern Slovenia",HR,SI,46.08333,15,"Zagorje ob Savi",SI,5.4,3
6949,"East Jutland",DK,US,34.249733,-118.51642,"Northridge",US,3.0,3
7436,"Fiji",NZ,FJ,-18.12397,179.01227,"Levuka",FJ,32.8,3
8115,"Grand Isle (Louisiana)",MX,US,29.236618,-89.9873,"Galliano",US,37.9,3
8826,"Holy Island (near Arran)",IE,US,45.23195,-85.16673,"Bay Harbor",US,16.1,3
10451,"Lake Biwa",JP,ES,28.05203,-16.71774,"Arona",ES,6.4,3
10755,"Lesotho",ZA,LS,-29.603928,28.33502,"Mantsonyane",LS,10.1,3
11060,"Lorne",AU,ES,38.6783,0.08935,"Calp",ES,5.4,3
12342,"Mountmellick",IE,DE,54.33045,8.7737,"Tönning",DE,10.9,3
13081,"North Korea",KR,GR,35.36973,24.54263,"Rethymno",GR,5.5,3
13569,"Padang Besar (Malaysia)",TH,MY,6.6598773,100.31645,"Kampung Titi Tinggi",MY,6.4,3
14311,"Portillo",AR,BO,-21.563011,-64.66617,"Tarija",BO,7.2,3
14443,"Primorsko",TR,BG,42.269867,27.750618,"Tsarevo",BG,13.6,3
14444,"Primorsky Krai",CN,RU,45.081947,134.72664,"Dalnegorsk",RU,91.5,3
18408,"Washington Crossing Historical Park",BR,CA,50.78305,-112.8459,"Strathmore",CA,48.1,3
18539,"Westfjords",IS,GR,38.80404,23.23432,"Orchomenós",GR,41.1,3
19068,"Zealand",SE,DK,55.545597,11.697374,"Ringsted",DK,12.9,3
20164,"Fichtelgebirge",CZ,DE,49.97592,11.977594,"Wunsiedel",DE,7.3,3
20207,"Mazeri",RU,IN,18.124725,73.596596,"Birvādi",IN,9.7,3
20415,"New Quay",GB,US,38.41553,-75.05652,"Ocean Pines",US,8.9,3
20674,"Luoding",CN,ES,38.67878,0.09787,"Teulada",ES,5.7,3
20806,"Ko Poda",TH,BA,43.057983,17.890474,"Stolac",BA,6.3,3
22139,"Union Island",VC,GD,12.597242,-61.433537,"Hillsborough",GD,12.9,3
23978,"The Wayfarer's Path of Leonardo da Vinci",CH,GB,50.582893,-1.270857,"Ventnor",GB,4.7,3
24128,"Field hockey",AR,US,35.204113,-85.910194,"Winchester",US,18.5,3
27952,"Frómista",ES,MA,33.53189,-7.5999,"Casablanca",MA,6.4,3
9908,"Khatse",ZA,ZA,31.488207,79.44202,"Joshīmath",IN,104.4,2
393,"Capital (Venezuela)",VE,AR,-31.54493,-68.56254,"San Juan",AR,3.6,2
610,"Erongaricuaro",MX,MX,19.588808,-101.72131,"Pátzcuaro",MX,14.4,2
792,"Ilha do Mel",BR,BR,-25.53453,-48.310745,"Paranaguá",BR,21.6,2
940,"Laguna Yema",AR,AR,-24.25395,-61.242302,"Ingeniero Guillermo N. Juárez",AR,73.7,2
1139,"Mount Olive (Illinois)",US,US,39.07222,-89.72717,"Staunton",US,8.7,2
1275,"Pantanal",BR,BO,-17.675068,-57.455338,"Puerto Quijarro",BO,35.1,2
1301,"Parque de uKhahlamba Drakensberg",ZA,ZA,-28.200449,30.15621,"Glencoe",ZA,2.6,2
2029,"Vale dos Dinossauros",BR,AR,-25.592503,-54.516903,"Puerto Iguazú",AR,5.7,2
2876,"Abkhazia",RU,GE,43.150024,41.22998,"Sokhumi",GE,25.2,2
3016,"Alba County",RO,US,32.792942,-95.63441,"Lindale",US,37.3,2
3054,"Alexander Bay",ZA,NA,-28.594788,16.482647,"Oranjemund",NA,7.2,2
3126,"Skiing and snowboarding",AU,US,44.509754,-87.94832,"Green Bay",US,5.8,2
3194,"American Samoa",US,AS,-14.297124,-170.71315,"Pago Pago",AS,2.4,2
3582,"Auli",IN,UA,48.54324,34.45467,"Dniprovske",UA,6.0,2
3786,"Balkans",RO,BG,41.778503,23.814676,"Gotse Delchev",BG,24.5,2
4066,"Beaudry Provincial Park",BR,CA,49.86169,-97.477196,"Winnipeg",CA,23.8,2
4287,"Bethuadahari Wildlife Sanctuary",IN,US,32.90874,-97.58419,"Azle",US,3.9,2
4660,"Brač",HR,FR,43.472027,5.9534993,"Saint-Maximin-la-Sainte-Baume",FR,7.9,2
4766,"Brighton Seminole Indian Reservation",US,CA,45.26545,-67.61208,"Eastern Charlotte",CA,66.5,2
5038,"Şirince",GB,TR,37.942352,27.432835,"Selçuk",TR,5.7,2
6306,"Croatia",HR,SI,45.471962,14.706504,"Osilnica",SI,6.4,2
8726,"High Plains",MX,US,37.77312,-86.21108,"Vine Grove",US,20.6,2
10422,"Lago Puelo",AR,ES,38.6783,0.08935,"Calp",ES,5.4,2
10979,"Loleygaon",IN,ES,38.6783,0.08935,"Calp",ES,5.4,2
11837,"Mesoamerican Barrier Reef",AU,US,26.5689,-80.15109,"Greenacres City",US,6.6,2
13057,"Northern Myanmar",CN,MM,22.62344,98.83084,"Tangyan",MM,47.2,2
13148,"Novalja",FR,HR,44.556118,14.884472,"Mali Lošinj",HR,33.1,2
13596,"Painted Monasteries",RO,US,43.03432,-73.30232,"Bennington",US,19.4,2
14125,"Plain of Jars",CN,LA,19.425125,103.15932,"Muang Phônsavan",LA,4.3,2
15775,"Súðavík",GB,IS,65.90362,-22.995558,"Ísafjörður",IS,20.0,2
16514,"Sozopol",TR,BG,42.418156,27.694313,"Pomorie",BG,17.0,2
16832,"Sundarbans (Bangladesh)",IN,BD,22.023989,89.31361,"Sarankhola",BD,58.6,2
16909,"Eswatini",ZA,SZ,-26.56248,31.399132,"Manzini",SZ,7.3,2
17040,"Takengon",ID,ES,28.05203,-16.71774,"Arona",ES,6.4,2
17073,"Tamchy",RU,KG,42.564697,76.6606,"Cholpon-Ata",KG,35.8,2
17868,"Umphang",TH,MM,16.019138,98.8633,"Myawaddy",MM,83.5,2
19253,"Norrbotten County",SE,SE,66.98121,19.999165,"Gällivare",SE,33.0,2
19825,"Lummi Island",CA,US,48.694572,-122.66998,"Bellingham",US,15.2,2
19902,"Blakely Island",BR,ES,28.05203,-16.71774,"Arona",ES,6.4,2
19905,"Lake Tai",AU,TH,6.973029,100.436066,"Hat Yai",TH,6.0,2
21452,"Oecussi",TL,TL,-9.334919,124.25107,"Pante Makasar",TL,20.9,2
22711,"Elgol",FR,GB,57.149235,-6.10143,"Fort William",GB,70.4,2
22762,"Cerro Colorado",US,PE,-16.297998,-71.57395,"Cono Norte",PE,3.0,2
23788,"Noordoewer",ZA,NA,-28.721968,17.617977,"Aussenkehr",NA,44.7,2
24943,"Dracula",AT,UA,45.524536,29.494045,"Shevchenkove",UA,12.9,2
621,"Estados Federados da Micronésia",AU,AU,8.606235,151.83275,"Weno",FM,129.0,1
7384,"Faroe Islands",DK,DK,62.028236,-6.8819256,"Tórshavn",FO,6.1,1
9332,"Jan Mayen",NO,NO,70.99517,-8.465656,"Olonkinbyen",SJ,12.3,1
13044,"Northern Cape",DE,DE,-29.573402,21.205135,"Kakamas",ZA,105.8,1
229,"Barra do Quaraí",BR,UY,-30.208946,-57.550514,"Bella Unión",UY,7.3,1
264,"Bielorrússia",RU,BY,53.42506,27.697136,"Druzhny",BY,25.8,1
426,"Cataratas do Iguaçu",BR,AR,-25.693905,-54.43654,"Puerto Iguazú",AR,17.3,1
454,"Chinguetti",MR,MR,20.463434,-12.366484,"Atar",MR,71.1,1
786,"Ilha de Páscoa",ES,CL,-27.12593,-109.34959,"Hanga Roa",CL,8.0,1
797,"Ilhas de Kerama",FR,FR,48.023914,-4.095044,"Quimper",FR,3.1,1
952,"Las Colimas",US,US,34.144413,-117.75502,"La Verne",US,5.0,1
1057,"Marcote",CH,ES,39.964516,-3.379113,"Ocaña",ES,10.2,1
1261,"Países Bálticos",LV,LV,56.917202,24.225681,"Dreiliņi",LV,3.1,1
1992,"Trinidad e Tobago",TT,TT,10.746691,-61.084007,"Sangre Grande",TT,18.5,1
2198,"Lukla",NP,NP,27.688972,86.730675,"Lobuche",NP,29.9,1
2199,"Namche Bazaar",NP,NP,27.804167,86.70979,"Lobuche",NP,18.8,1
2270,"Alvito",IT,IT,41.688465,13.743264,"Sora",IT,11.3,1
2295,"Roma/Roma Velha",BR,BR,-20.43607,-40.342926,"Vila Velha",BR,12.9,1
3129,"Alsace",FR,US,33.982155,-118.41228,"Ladera Heights",US,3.7,1
3268,"Aner Dam Wildlife Sanctuary",IN,US,32.90874,-97.58419,"Azle",US,3.9,1
3397,"Arctic",US,RO,44.87482,25.513878,"Văcăreşti",RO,3.7,1
3752,"Baja California Sur",US,MX,25.5818,-111.57062,"Ciudad Insurgentes",MX,40.9,1
3754,"Bajgiran",IR,TM,37.621933,58.41827,"Änew",TM,30.8,1
3938,"Barelang Islands",ID,HK,22.26382,113.96038,"San Tung Chung Hang",HK,2.4,1
